Innings_Player,Innings_Runs_Scored,Innings_Runs_Scored_Num,Innings_Minutes_Batted,Innings_Batted_Flag,Innings_Not_Out_Flag,Innings_Balls_Faced,Innings_Boundary_Fours,Innings_Boundary_Sixes,Innings_Batting_Strike_Rate,Innings_Number,Opposition,Ground,Match_Date,Country,50's,100's,Innings_Runs_Scored_Buckets,Result,Margin,Match,Home/Away,Match_Month,Match_Year,Match_Period,Matches,Pred_Result
RG Sharma,17,17,0,1.0,0.0,13,3,0,130.76,2,v Bangladesh,Colombo (RPS),2018/03/08,India,0.0,0.0,0-49,Won,6 wickets,Bangladesh v India,Away,Mar,2018,Mar 2018,1,Won
RR Pant,7,7,0,1.0,0.0,8,1,0,87.50,2,v Bangladesh,Colombo (RPS),2018/03/08,India,0.0,0.0,0-49,Won,6 wickets,Bangladesh v India,Away,Mar,2018,Mar 2018,1,Won
KD Karthik,2*,2,0,1.0,1.0,2,0,0,100.00,2,v Bangladesh,Colombo (RPS),2018/03/08,India,0.0,0.0,0-49,Won,6 wickets,Bangladesh v India,Away,Mar,2018,Mar 2018,1,Won
S Dhawan,55,55,0,1.0,0.0,43,5,2,127.90,2,v Bangladesh,Colombo (RPS),2018/03/08,India,1.0,0.0,50-99,Won,6 wickets,Bangladesh v India,Away,Mar,2018,Mar 2018,1,Won
SK Raina,28,28,0,1.0,0.0,27,1,1,103.70,2,v Bangladesh,Colombo (RPS),2018/03/08,India,0.0,0.0,0-49,Won,6 wickets,Bangladesh v India,Away,Mar,2018,Mar 2018,1,Won
MK Pandey,27*,27,0,1.0,1.0,19,3,0,142.10,2,v Bangladesh,Colombo (RPS),2018/03/08,India,0.0,0.0,0-49,Won,6 wickets,Bangladesh v India,Away,Mar,2018,Mar 2018,1,Won
RG Sharma,17,17,0,1.0,0.0,13,3,0,130.76,2,v Bangladesh,Colombo (RPS),2018/03/08,India,0.0,0.0,0-49,Won,6 wickets,Bangladesh v India,Away,Mar,2018,Mar 2018,1,Won
RR Pant,7,7,0,1.0,0.0,8,1,0,87.50,2,v Bangladesh,Colombo (RPS),2018/03/08,India,0.0,0.0,0-49,Won,6 wickets,Bangladesh v India,Away,Mar,2018,Mar 2018,1,Won
KD Karthik,2*,2,0,1.0,1.0,2,0,0,100.00,2,v Bangladesh,Colombo (RPS),2018/03/08,India,0.0,0.0,0-49,Won,6 wickets,Bangladesh v India,Away,Mar,2018,Mar 2018,1,Won
S Dhawan,47,47,69,1.0,0.0,40,3,0,117.50,1,v South Africa,Cape Town,2018/02/24,India,0.0,0.0,0-49,Won,7 runs,South Africa v India,Away,Feb,2018,Feb 2018,1,Won
SK Raina,43,43,33,1.0,0.0,27,5,1,159.25,1,v South Africa,Cape Town,2018/02/24,India,0.0,0.0,0-49,Won,7 runs,South Africa v India,Away,Feb,2018,Feb 2018,1,Won
HH Pandya,21,21,33,1.0,0.0,17,0,1,123.52,1,v South Africa,Cape Town,2018/02/24,India,0.0,0.0,0-49,Won,7 runs,South Africa v India,Away,Feb,2018,Feb 2018,1,Won
MK Pandey,13,13,15,1.0,0.0,10,0,1,130.00,1,v South Africa,Cape Town,2018/02/24,India,0.0,0.0,0-49,Won,7 runs,South Africa v India,Away,Feb,2018,Feb 2018,1,Won
KD Karthik,13,13,10,1.0,0.0,6,3,0,216.66,1,v South Africa,Cape Town,2018/02/24,India,0.0,0.0,0-49,Won,7 runs,South Africa v India,Away,Feb,2018,Feb 2018,1,Won
MS Dhoni,12,12,14,1.0,0.0,11,1,0,109.09,1,v South Africa,Cape Town,2018/02/24,India,0.0,0.0,0-49,Won,7 runs,South Africa v India,Away,Feb,2018,Feb 2018,1,Won
RG Sharma,11,11,9,1.0,0.0,8,2,0,137.50,1,v South Africa,Cape Town,2018/02/24,India,0.0,0.0,0-49,Won,7 runs,South Africa v India,Away,Feb,2018,Feb 2018,1,Won
B Kumar,3*,3,2,1.0,1.0,1,0,0,300.00,1,v South Africa,Cape Town,2018/02/24,India,0.0,0.0,0-49,Won,7 runs,South Africa v India,Away,Feb,2018,Feb 2018,1,Won
AR Patel,1*,1,5,1.0,1.0,1,0,0,100.00,1,v South Africa,Cape Town,2018/02/24,India,0.0,0.0,0-49,Won,7 runs,South Africa v India,Away,Feb,2018,Feb 2018,1,Won
S Dhawan,47,47,69,1.0,0.0,40,3,0,117.50,1,v South Africa,Cape Town,2018/02/24,India,0.0,0.0,0-49,Won,7 runs,South Africa v India,Away,Feb,2018,Feb 2018,1,Won
SK Raina,43,43,33,1.0,0.0,27,5,1,159.25,1,v South Africa,Cape Town,2018/02/24,India,0.0,0.0,0-49,Won,7 runs,South Africa v India,Away,Feb,2018,Feb 2018,1,Won
HH Pandya,21,21,33,1.0,0.0,17,0,1,123.52,1,v South Africa,Cape Town,2018/02/24,India,0.0,0.0,0-49,Won,7 runs,South Africa v India,Away,Feb,2018,Feb 2018,1,Won
MK Pandey,13,13,15,1.0,0.0,10,0,1,130.00,1,v South Africa,Cape Town,2018/02/24,India,0.0,0.0,0-49,Won,7 runs,South Africa v India,Away,Feb,2018,Feb 2018,1,Won
KD Karthik,13,13,10,1.0,0.0,6,3,0,216.66,1,v South Africa,Cape Town,2018/02/24,India,0.0,0.0,0-49,Won,7 runs,South Africa v India,Away,Feb,2018,Feb 2018,1,Won
MS Dhoni,12,12,14,1.0,0.0,11,1,0,109.09,1,v South Africa,Cape Town,2018/02/24,India,0.0,0.0,0-49,Won,7 runs,South Africa v India,Away,Feb,2018,Feb 2018,1,Won
RG Sharma,11,11,9,1.0,0.0,8,2,0,137.50,1,v South Africa,Cape Town,2018/02/24,India,0.0,0.0,0-49,Won,7 runs,South Africa v India,Away,Feb,2018,Feb 2018,1,Won
B Kumar,3*,3,2,1.0,1.0,1,0,0,300.00,1,v South Africa,Cape Town,2018/02/24,India,0.0,0.0,0-49,Won,7 runs,South Africa v India,Away,Feb,2018,Feb 2018,1,Won
AR Patel,1*,1,5,1.0,1.0,1,0,0,100.00,1,v South Africa,Cape Town,2018/02/24,India,0.0,0.0,0-49,Won,7 runs,South Africa v India,Away,Feb,2018,Feb 2018,1,Won
S Dhawan,47,47,69,1.0,0.0,40,3,0,117.50,1,v South Africa,Cape Town,2018/02/24,India,0.0,0.0,0-49,Won,7 runs,South Africa v India,Away,Feb,2018,Feb 2018,1,Won
SK Raina,43,43,33,1.0,0.0,27,5,1,159.25,1,v South Africa,Cape Town,2018/02/24,India,0.0,0.0,0-49,Won,7 runs,South Africa v India,Away,Feb,2018,Feb 2018,1,Won
HH Pandya,21,21,33,1.0,0.0,17,0,1,123.52,1,v South Africa,Cape Town,2018/02/24,India,0.0,0.0,0-49,Won,7 runs,South Africa v India,Away,Feb,2018,Feb 2018,1,Won
MK Pandey,13,13,15,1.0,0.0,10,0,1,130.00,1,v South Africa,Cape Town,2018/02/24,India,0.0,0.0,0-49,Won,7 runs,South Africa v India,Away,Feb,2018,Feb 2018,1,Won
KD Karthik,13,13,10,1.0,0.0,6,3,0,216.66,1,v South Africa,Cape Town,2018/02/24,India,0.0,0.0,0-49,Won,7 runs,South Africa v India,Away,Feb,2018,Feb 2018,1,Won
MS Dhoni,12,12,14,1.0,0.0,11,1,0,109.09,1,v South Africa,Cape Town,2018/02/24,India,0.0,0.0,0-49,Won,7 runs,South Africa v India,Away,Feb,2018,Feb 2018,1,Won
RG Sharma,11,11,9,1.0,0.0,8,2,0,137.50,1,v South Africa,Cape Town,2018/02/24,India,0.0,0.0,0-49,Won,7 runs,South Africa v India,Away,Feb,2018,Feb 2018,1,Won
B Kumar,3*,3,2,1.0,1.0,1,0,0,300.00,1,v South Africa,Cape Town,2018/02/24,India,0.0,0.0,0-49,Won,7 runs,South Africa v India,Away,Feb,2018,Feb 2018,1,Won
AR Patel,1*,1,5,1.0,1.0,1,0,0,100.00,1,v South Africa,Cape Town,2018/02/24,India,0.0,0.0,0-49,Won,7 runs,South Africa v India,Away,Feb,2018,Feb 2018,1,Won
V Kohli,47,47,0,1.0,0.0,38,1,2,123.68,1,v England,Cardiff,2018/07/06,India,0.0,0.0,0-49,Lost,5 wickets,England v India,Away,Jul,2018,Jul 2018,1,Won
MS Dhoni,32*,32,0,1.0,1.0,24,5,0,133.33,1,v England,Cardiff,2018/07/06,India,0.0,0.0,0-49,Lost,5 wickets,England v India,Away,Jul,2018,Jul 2018,1,Won
SK Raina,27,27,0,1.0,0.0,20,2,1,135.00,1,v England,Cardiff,2018/07/06,India,0.0,0.0,0-49,Lost,5 wickets,England v India,Away,Jul,2018,Jul 2018,1,Won
HH Pandya,12*,12,0,1.0,1.0,10,0,1,120.00,1,v England,Cardiff,2018/07/06,India,0.0,0.0,0-49,Lost,5 wickets,England v India,Away,Jul,2018,Jul 2018,1,Won
S Dhawan,10,10,0,1.0,0.0,12,1,0,83.33,1,v England,Cardiff,2018/07/06,India,0.0,0.0,0-49,Lost,5 wickets,England v India,Away,Jul,2018,Jul 2018,1,Lost
KL Rahul,6,6,0,1.0,0.0,8,0,0,75.00,1,v England,Cardiff,2018/07/06,India,0.0,0.0,0-49,Lost,5 wickets,England v India,Away,Jul,2018,Jul 2018,1,Lost
RG Sharma,5,5,0,1.0,0.0,9,1,0,55.55,1,v England,Cardiff,2018/07/06,India,0.0,0.0,0-49,Lost,5 wickets,England v India,Away,Jul,2018,Jul 2018,1,Won
V Kohli,47,47,0,1.0,0.0,38,1,2,123.68,1,v England,Cardiff,2018/07/06,India,0.0,0.0,0-49,Lost,5 wickets,England v India,Away,Jul,2018,Jul 2018,1,Won
MS Dhoni,32*,32,0,1.0,1.0,24,5,0,133.33,1,v England,Cardiff,2018/07/06,India,0.0,0.0,0-49,Lost,5 wickets,England v India,Away,Jul,2018,Jul 2018,1,Won
SK Raina,27,27,0,1.0,0.0,20,2,1,135.00,1,v England,Cardiff,2018/07/06,India,0.0,0.0,0-49,Lost,5 wickets,England v India,Away,Jul,2018,Jul 2018,1,Won
HH Pandya,12*,12,0,1.0,1.0,10,0,1,120.00,1,v England,Cardiff,2018/07/06,India,0.0,0.0,0-49,Lost,5 wickets,England v India,Away,Jul,2018,Jul 2018,1,Won
S Dhawan,10,10,0,1.0,0.0,12,1,0,83.33,1,v England,Cardiff,2018/07/06,India,0.0,0.0,0-49,Lost,5 wickets,England v India,Away,Jul,2018,Jul 2018,1,Lost
KL Rahul,6,6,0,1.0,0.0,8,0,0,75.00,1,v England,Cardiff,2018/07/06,India,0.0,0.0,0-49,Lost,5 wickets,England v India,Away,Jul,2018,Jul 2018,1,Lost
RG Sharma,5,5,0,1.0,0.0,9,1,0,55.55,1,v England,Cardiff,2018/07/06,India,0.0,0.0,0-49,Lost,5 wickets,England v India,Away,Jul,2018,Jul 2018,1,Won
V Kohli,47,47,0,1.0,0.0,38,1,2,123.68,1,v England,Cardiff,2018/07/06,India,0.0,0.0,0-49,Lost,5 wickets,England v India,Away,Jul,2018,Jul 2018,1,Won
MS Dhoni,32*,32,0,1.0,1.0,24,5,0,133.33,1,v England,Cardiff,2018/07/06,India,0.0,0.0,0-49,Lost,5 wickets,England v India,Away,Jul,2018,Jul 2018,1,Won
SK Raina,27,27,0,1.0,0.0,20,2,1,135.00,1,v England,Cardiff,2018/07/06,India,0.0,0.0,0-49,Lost,5 wickets,England v India,Away,Jul,2018,Jul 2018,1,Won
HH Pandya,12*,12,0,1.0,1.0,10,0,1,120.00,1,v England,Cardiff,2018/07/06,India,0.0,0.0,0-49,Lost,5 wickets,England v India,Away,Jul,2018,Jul 2018,1,Won
S Dhawan,10,10,0,1.0,0.0,12,1,0,83.33,1,v England,Cardiff,2018/07/06,India,0.0,0.0,0-49,Lost,5 wickets,England v India,Away,Jul,2018,Jul 2018,1,Lost
KL Rahul,6,6,0,1.0,0.0,8,0,0,75.00,1,v England,Cardiff,2018/07/06,India,0.0,0.0,0-49,Lost,5 wickets,England v India,Away,Jul,2018,Jul 2018,1,Lost
RG Sharma,5,5,0,1.0,0.0,9,1,0,55.55,1,v England,Cardiff,2018/07/06,India,0.0,0.0,0-49,Lost,5 wickets,England v India,Away,Jul,2018,Jul 2018,1,Won
MK Pandey,42*,42,0,1.0,1.0,31,3,1,135.48,2,v Sri Lanka,Colombo (RPS),2018/03/12,India,0.0,0.0,0-49,Won,6 wickets,Sri Lanka v India,Away,Mar,2018,Mar 2018,1,Won
KD Karthik,39*,39,0,1.0,1.0,25,5,0,156.00,2,v Sri Lanka,Colombo (RPS),2018/03/12,India,0.0,0.0,0-49,Won,6 wickets,Sri Lanka v India,Away,Mar,2018,Mar 2018,1,Won
SK Raina,27,27,0,1.0,0.0,15,2,2,180.00,2,v Sri Lanka,Colombo (RPS),2018/03/12,India,0.0,0.0,0-49,Won,6 wickets,Sri Lanka v India,Away,Mar,2018,Mar 2018,1,Won
KL Rahul,18,18,0,1.0,0.0,17,1,0,105.88,2,v Sri Lanka,Colombo (RPS),2018/03/12,India,0.0,0.0,0-49,Won,6 wickets,Sri Lanka v India,Away,Mar,2018,Mar 2018,1,Won
RG Sharma,11,11,0,1.0,0.0,7,1,1,157.14,2,v Sri Lanka,Colombo (RPS),2018/03/12,India,0.0,0.0,0-49,Won,6 wickets,Sri Lanka v India,Away,Mar,2018,Mar 2018,1,Won
S Dhawan,8,8,0,1.0,0.0,10,1,0,80.00,2,v Sri Lanka,Colombo (RPS),2018/03/12,India,0.0,0.0,0-49,Won,6 wickets,Sri Lanka v India,Away,Mar,2018,Mar 2018,1,Won
MK Pandey,42*,42,0,1.0,1.0,31,3,1,135.48,2,v Sri Lanka,Colombo (RPS),2018/03/12,India,0.0,0.0,0-49,Won,6 wickets,Sri Lanka v India,Away,Mar,2018,Mar 2018,1,Won
KD Karthik,39*,39,0,1.0,1.0,25,5,0,156.00,2,v Sri Lanka,Colombo (RPS),2018/03/12,India,0.0,0.0,0-49,Won,6 wickets,Sri Lanka v India,Away,Mar,2018,Mar 2018,1,Won
SK Raina,27,27,0,1.0,0.0,15,2,2,180.00,2,v Sri Lanka,Colombo (RPS),2018/03/12,India,0.0,0.0,0-49,Won,6 wickets,Sri Lanka v India,Away,Mar,2018,Mar 2018,1,Won
KL Rahul,18,18,0,1.0,0.0,17,1,0,105.88,2,v Sri Lanka,Colombo (RPS),2018/03/12,India,0.0,0.0,0-49,Won,6 wickets,Sri Lanka v India,Away,Mar,2018,Mar 2018,1,Won
RG Sharma,11,11,0,1.0,0.0,7,1,1,157.14,2,v Sri Lanka,Colombo (RPS),2018/03/12,India,0.0,0.0,0-49,Won,6 wickets,Sri Lanka v India,Away,Mar,2018,Mar 2018,1,Won
S Dhawan,8,8,0,1.0,0.0,10,1,0,80.00,2,v Sri Lanka,Colombo (RPS),2018/03/12,India,0.0,0.0,0-49,Won,6 wickets,Sri Lanka v India,Away,Mar,2018,Mar 2018,1,Won
MK Pandey,42*,42,0,1.0,1.0,31,3,1,135.48,2,v Sri Lanka,Colombo (RPS),2018/03/12,India,0.0,0.0,0-49,Won,6 wickets,Sri Lanka v India,Away,Mar,2018,Mar 2018,1,Won
KD Karthik,39*,39,0,1.0,1.0,25,5,0,156.00,2,v Sri Lanka,Colombo (RPS),2018/03/12,India,0.0,0.0,0-49,Won,6 wickets,Sri Lanka v India,Away,Mar,2018,Mar 2018,1,Won
SK Raina,27,27,0,1.0,0.0,15,2,2,180.00,2,v Sri Lanka,Colombo (RPS),2018/03/12,India,0.0,0.0,0-49,Won,6 wickets,Sri Lanka v India,Away,Mar,2018,Mar 2018,1,Won
KL Rahul,18,18,0,1.0,0.0,17,1,0,105.88,2,v Sri Lanka,Colombo (RPS),2018/03/12,India,0.0,0.0,0-49,Won,6 wickets,Sri Lanka v India,Away,Mar,2018,Mar 2018,1,Won
RG Sharma,11,11,0,1.0,0.0,7,1,1,157.14,2,v Sri Lanka,Colombo (RPS),2018/03/12,India,0.0,0.0,0-49,Won,6 wickets,Sri Lanka v India,Away,Mar,2018,Mar 2018,1,Won
S Dhawan,8,8,0,1.0,0.0,10,1,0,80.00,2,v Sri Lanka,Colombo (RPS),2018/03/12,India,0.0,0.0,0-49,Won,6 wickets,Sri Lanka v India,Away,Mar,2018,Mar 2018,1,Won
KD Karthik,31*,31,0,1.0,1.0,34,3,1,91.17,2,v West Indies,Kolkata,2018/11/04,India,0.0,0.0,0-49,Won,5 wickets,India v West Indies,Home,Nov,2018,Nov 2018,1,Won
KH Pandya,21*,21,0,1.0,1.0,9,3,0,233.33,2,v West Indies,Kolkata,2018/11/04,India,0.0,0.0,0-49,Won,5 wickets,India v West Indies,Home,Nov,2018,Nov 2018,1,Won
MK Pandey,19,19,0,1.0,0.0,24,2,0,79.16,2,v West Indies,Kolkata,2018/11/04,India,0.0,0.0,0-49,Won,5 wickets,India v West Indies,Home,Nov,2018,Nov 2018,1,Won
KL Rahul,16,16,0,1.0,0.0,22,2,0,72.72,2,v West Indies,Kolkata,2018/11/04,India,0.0,0.0,0-49,Won,5 wickets,India v West Indies,Home,Nov,2018,Nov 2018,1,Lost
RG Sharma,6,6,0,1.0,0.0,6,1,0,100.00,2,v West Indies,Kolkata,2018/11/04,India,0.0,0.0,0-49,Won,5 wickets,India v West Indies,Home,Nov,2018,Nov 2018,1,Won
S Dhawan,3,3,0,1.0,0.0,8,0,0,37.50,2,v West Indies,Kolkata,2018/11/04,India,0.0,0.0,0-49,Won,5 wickets,India v West Indies,Home,Nov,2018,Nov 2018,1,Lost
RR Pant,1,1,0,1.0,0.0,4,0,0,25.00,2,v West Indies,Kolkata,2018/11/04,India,0.0,0.0,0-49,Won,5 wickets,India v West Indies,Home,Nov,2018,Nov 2018,1,Lost
KD Karthik,31*,31,0,1.0,1.0,34,3,1,91.17,2,v West Indies,Kolkata,2018/11/04,India,0.0,0.0,0-49,Won,5 wickets,India v West Indies,Home,Nov,2018,Nov 2018,1,Won
KH Pandya,21*,21,0,1.0,1.0,9,3,0,233.33,2,v West Indies,Kolkata,2018/11/04,India,0.0,0.0,0-49,Won,5 wickets,India v West Indies,Home,Nov,2018,Nov 2018,1,Won
MK Pandey,19,19,0,1.0,0.0,24,2,0,79.16,2,v West Indies,Kolkata,2018/11/04,India,0.0,0.0,0-49,Won,5 wickets,India v West Indies,Home,Nov,2018,Nov 2018,1,Won
KL Rahul,16,16,0,1.0,0.0,22,2,0,72.72,2,v West Indies,Kolkata,2018/11/04,India,0.0,0.0,0-49,Won,5 wickets,India v West Indies,Home,Nov,2018,Nov 2018,1,Lost
RG Sharma,6,6,0,1.0,0.0,6,1,0,100.00,2,v West Indies,Kolkata,2018/11/04,India,0.0,0.0,0-49,Won,5 wickets,India v West Indies,Home,Nov,2018,Nov 2018,1,Won
S Dhawan,3,3,0,1.0,0.0,8,0,0,37.50,2,v West Indies,Kolkata,2018/11/04,India,0.0,0.0,0-49,Won,5 wickets,India v West Indies,Home,Nov,2018,Nov 2018,1,Lost
RR Pant,1,1,0,1.0,0.0,4,0,0,25.00,2,v West Indies,Kolkata,2018/11/04,India,0.0,0.0,0-49,Won,5 wickets,India v West Indies,Home,Nov,2018,Nov 2018,1,Lost
KD Karthik,31*,31,0,1.0,1.0,34,3,1,91.17,2,v West Indies,Kolkata,2018/11/04,India,0.0,0.0,0-49,Won,5 wickets,India v West Indies,Home,Nov,2018,Nov 2018,1,Won
KH Pandya,21*,21,0,1.0,1.0,9,3,0,233.33,2,v West Indies,Kolkata,2018/11/04,India,0.0,0.0,0-49,Won,5 wickets,India v West Indies,Home,Nov,2018,Nov 2018,1,Won
MK Pandey,19,19,0,1.0,0.0,24,2,0,79.16,2,v West Indies,Kolkata,2018/11/04,India,0.0,0.0,0-49,Won,5 wickets,India v West Indies,Home,Nov,2018,Nov 2018,1,Won
KL Rahul,16,16,0,1.0,0.0,22,2,0,72.72,2,v West Indies,Kolkata,2018/11/04,India,0.0,0.0,0-49,Won,5 wickets,India v West Indies,Home,Nov,2018,Nov 2018,1,Lost
RG Sharma,6,6,0,1.0,0.0,6,1,0,100.00,2,v West Indies,Kolkata,2018/11/04,India,0.0,0.0,0-49,Won,5 wickets,India v West Indies,Home,Nov,2018,Nov 2018,1,Won
S Dhawan,3,3,0,1.0,0.0,8,0,0,37.50,2,v West Indies,Kolkata,2018/11/04,India,0.0,0.0,0-49,Won,5 wickets,India v West Indies,Home,Nov,2018,Nov 2018,1,Lost
RR Pant,1,1,0,1.0,0.0,4,0,0,25.00,2,v West Indies,Kolkata,2018/11/04,India,0.0,0.0,0-49,Won,5 wickets,India v West Indies,Home,Nov,2018,Nov 2018,1,Lost
Babar Azam,97*,97,0,1.0,1.0,58,13,1,167.24,1,v West Indies,Karachi,2018/04/02,Pakistan,1.0,0.0,50-99,Won,82 runs,Pakistan v West Indies,Home,Apr,2018,Apr 2018,1,Won
Hussain Talat,63,63,0,1.0,0.0,41,8,1,153.65,1,v West Indies,Karachi,2018/04/02,Pakistan,1.0,0.0,50-99,Won,82 runs,Pakistan v West Indies,Home,Apr,2018,Apr 2018,1,Won
Shoaib Malik,17*,17,0,1.0,1.0,7,2,1,242.85,1,v West Indies,Karachi,2018/04/02,Pakistan,0.0,0.0,0-49,Won,82 runs,Pakistan v West Indies,Home,Apr,2018,Apr 2018,1,Won
Asif Ali,14,14,0,1.0,0.0,8,1,1,175.00,1,v West Indies,Karachi,2018/04/02,Pakistan,0.0,0.0,0-49,Won,82 runs,Pakistan v West Indies,Home,Apr,2018,Apr 2018,1,Won
Fakhar Zaman,6,6,0,1.0,0.0,6,1,0,100.00,1,v West Indies,Karachi,2018/04/02,Pakistan,0.0,0.0,0-49,Won,82 runs,Pakistan v West Indies,Home,Apr,2018,Apr 2018,1,Won
Babar Azam,97*,97,0,1.0,1.0,58,13,1,167.24,1,v West Indies,Karachi,2018/04/02,Pakistan,1.0,0.0,50-99,Won,82 runs,Pakistan v West Indies,Home,Apr,2018,Apr 2018,1,Won
Hussain Talat,63,63,0,1.0,0.0,41,8,1,153.65,1,v West Indies,Karachi,2018/04/02,Pakistan,1.0,0.0,50-99,Won,82 runs,Pakistan v West Indies,Home,Apr,2018,Apr 2018,1,Won
Shoaib Malik,17*,17,0,1.0,1.0,7,2,1,242.85,1,v West Indies,Karachi,2018/04/02,Pakistan,0.0,0.0,0-49,Won,82 runs,Pakistan v West Indies,Home,Apr,2018,Apr 2018,1,Won
Asif Ali,14,14,0,1.0,0.0,8,1,1,175.00,1,v West Indies,Karachi,2018/04/02,Pakistan,0.0,0.0,0-49,Won,82 runs,Pakistan v West Indies,Home,Apr,2018,Apr 2018,1,Won
Fakhar Zaman,6,6,0,1.0,0.0,6,1,0,100.00,1,v West Indies,Karachi,2018/04/02,Pakistan,0.0,0.0,0-49,Won,82 runs,Pakistan v West Indies,Home,Apr,2018,Apr 2018,1,Won
Babar Azam,97*,97,0,1.0,1.0,58,13,1,167.24,1,v West Indies,Karachi,2018/04/02,Pakistan,1.0,0.0,50-99,Won,82 runs,Pakistan v West Indies,Home,Apr,2018,Apr 2018,1,Won
Hussain Talat,63,63,0,1.0,0.0,41,8,1,153.65,1,v West Indies,Karachi,2018/04/02,Pakistan,1.0,0.0,50-99,Won,82 runs,Pakistan v West Indies,Home,Apr,2018,Apr 2018,1,Won
Shoaib Malik,17*,17,0,1.0,1.0,7,2,1,242.85,1,v West Indies,Karachi,2018/04/02,Pakistan,0.0,0.0,0-49,Won,82 runs,Pakistan v West Indies,Home,Apr,2018,Apr 2018,1,Won
Asif Ali,14,14,0,1.0,0.0,8,1,1,175.00,1,v West Indies,Karachi,2018/04/02,Pakistan,0.0,0.0,0-49,Won,82 runs,Pakistan v West Indies,Home,Apr,2018,Apr 2018,1,Won
Fakhar Zaman,6,6,0,1.0,0.0,6,1,0,100.00,1,v West Indies,Karachi,2018/04/02,Pakistan,0.0,0.0,0-49,Won,82 runs,Pakistan v West Indies,Home,Apr,2018,Apr 2018,1,Won
Fakhar Zaman,91,91,0,1.0,0.0,46,12,3,197.82,2,v Australia,Harare,2018/07/08,Pakistan,1.0,0.0,50-99,Won,6 wickets,Australia v Pakistan,Away,Jul,2018,Jul 2018,1,Won
Shoaib Malik,43*,43,0,1.0,1.0,37,3,1,116.21,2,v Australia,Harare,2018/07/08,Pakistan,0.0,0.0,0-49,Won,6 wickets,Australia v Pakistan,Away,Jul,2018,Jul 2018,1,Won
Sarfaraz Ahmed,28,28,0,1.0,0.0,19,4,1,147.36,2,v Australia,Harare,2018/07/08,Pakistan,0.0,0.0,0-49,Won,6 wickets,Australia v Pakistan,Away,Jul,2018,Jul 2018,1,Won
Asif Ali,17*,17,0,1.0,1.0,11,1,1,154.54,2,v Australia,Harare,2018/07/08,Pakistan,0.0,0.0,0-49,Won,6 wickets,Australia v Pakistan,Away,Jul,2018,Jul 2018,1,Won
Sahibzada Farhan,0,0,0,1.0,0.0,0,0,0,0,2,v Australia,Harare,2018/07/08,Pakistan,0.0,0.0,0-49,Won,6 wickets,Australia v Pakistan,Away,Jul,2018,Jul 2018,1,Lost
Hussain Talat,0,0,0,1.0,0.0,3,0,0,0.00,2,v Australia,Harare,2018/07/08,Pakistan,0.0,0.0,0-49,Won,6 wickets,Australia v Pakistan,Away,Jul,2018,Jul 2018,1,Lost
Fakhar Zaman,91,91,0,1.0,0.0,46,12,3,197.82,2,v Australia,Harare,2018/07/08,Pakistan,1.0,0.0,50-99,Won,6 wickets,Australia v Pakistan,Away,Jul,2018,Jul 2018,1,Won
Shoaib Malik,43*,43,0,1.0,1.0,37,3,1,116.21,2,v Australia,Harare,2018/07/08,Pakistan,0.0,0.0,0-49,Won,6 wickets,Australia v Pakistan,Away,Jul,2018,Jul 2018,1,Won
Sarfaraz Ahmed,28,28,0,1.0,0.0,19,4,1,147.36,2,v Australia,Harare,2018/07/08,Pakistan,0.0,0.0,0-49,Won,6 wickets,Australia v Pakistan,Away,Jul,2018,Jul 2018,1,Won
Asif Ali,17*,17,0,1.0,1.0,11,1,1,154.54,2,v Australia,Harare,2018/07/08,Pakistan,0.0,0.0,0-49,Won,6 wickets,Australia v Pakistan,Away,Jul,2018,Jul 2018,1,Won
Sahibzada Farhan,0,0,0,1.0,0.0,0,0,0,0,2,v Australia,Harare,2018/07/08,Pakistan,0.0,0.0,0-49,Won,6 wickets,Australia v Pakistan,Away,Jul,2018,Jul 2018,1,Lost
Hussain Talat,0,0,0,1.0,0.0,3,0,0,0.00,2,v Australia,Harare,2018/07/08,Pakistan,0.0,0.0,0-49,Won,6 wickets,Australia v Pakistan,Away,Jul,2018,Jul 2018,1,Lost
Fakhar Zaman,91,91,0,1.0,0.0,46,12,3,197.82,2,v Australia,Harare,2018/07/08,Pakistan,1.0,0.0,50-99,Won,6 wickets,Australia v Pakistan,Away,Jul,2018,Jul 2018,1,Won
Shoaib Malik,43*,43,0,1.0,1.0,37,3,1,116.21,2,v Australia,Harare,2018/07/08,Pakistan,0.0,0.0,0-49,Won,6 wickets,Australia v Pakistan,Away,Jul,2018,Jul 2018,1,Won
Sarfaraz Ahmed,28,28,0,1.0,0.0,19,4,1,147.36,2,v Australia,Harare,2018/07/08,Pakistan,0.0,0.0,0-49,Won,6 wickets,Australia v Pakistan,Away,Jul,2018,Jul 2018,1,Won
Asif Ali,17*,17,0,1.0,1.0,11,1,1,154.54,2,v Australia,Harare,2018/07/08,Pakistan,0.0,0.0,0-49,Won,6 wickets,Australia v Pakistan,Away,Jul,2018,Jul 2018,1,Won
Sahibzada Farhan,0,0,0,1.0,0.0,0,0,0,0,2,v Australia,Harare,2018/07/08,Pakistan,0.0,0.0,0-49,Won,6 wickets,Australia v Pakistan,Away,Jul,2018,Jul 2018,1,Lost
Hussain Talat,0,0,0,1.0,0.0,3,0,0,0.00,2,v Australia,Harare,2018/07/08,Pakistan,0.0,0.0,0-49,Won,6 wickets,Australia v Pakistan,Away,Jul,2018,Jul 2018,1,Lost
