Innings_Player,Innings_Runs_Scored,Innings_Runs_Scored_Num,Innings_Minutes_Batted,Innings_Batted_Flag,Innings_Not_Out_Flag,Innings_Balls_Faced,Innings_Boundary_Fours,Innings_Boundary_Sixes,Innings_Batting_Strike_Rate,Innings_Number,Opposition,Ground,Match_Date,Country,50's,100's,Innings_Runs_Scored_Buckets,Result,Margin,Match,Home/Away,Match_Month,Match_Year,Match_Period,Matches,Pred_Result
SA Edwards,19,19,0,1.0,0.0,18,2,0,105.55,1,v U.A.E.,The Hague,2019/08/08,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Netherlands v U.A.E.,Home,Aug,2019,Aug 2019,1,Won
BN Cooper,11,11,0,1.0,0.0,12,1,0,91.66,1,v U.A.E.,The Hague,2019/08/08,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Netherlands v U.A.E.,Home,Aug,2019,Aug 2019,1,Won
Sikander Zulfiqar,6,6,0,1.0,0.0,5,0,0,120.00,1,v U.A.E.,The Hague,2019/08/08,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Netherlands v U.A.E.,Home,Aug,2019,Aug 2019,1,Won
MP O'Dowd,24,24,0,1.0,0.0,18,3,1,133.33,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
AJ Staal,19,19,0,1.0,0.0,18,1,1,105.55,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Won
CN Ackermann,15,15,0,1.0,0.0,10,2,0,150.00,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
SA Edwards,13,13,0,1.0,0.0,10,1,0,130.00,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
TP Visee,11,11,0,1.0,0.0,10,2,0,110.00,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
FJ Klaassen,5,5,0,1.0,0.0,7,0,0,71.42,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
PA van Meekeren,3*,3,0,1.0,1.0,7,0,0,42.85,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
PM Seelaar,2,2,0,1.0,0.0,5,0,0,40.00,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
RE van der Merwe,0,0,0,1.0,0.0,1,0,0,0.00,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
S Snater,0,0,0,1.0,0.0,1,0,0,0.00,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
BD Glover,0,0,0,1.0,0.0,6,0,0,0.00,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
MP O'Dowd,24,24,0,1.0,0.0,18,3,1,133.33,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
AJ Staal,19,19,0,1.0,0.0,18,1,1,105.55,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Won
CN Ackermann,15,15,0,1.0,0.0,10,2,0,150.00,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
SA Edwards,13,13,0,1.0,0.0,10,1,0,130.00,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
TP Visee,11,11,0,1.0,0.0,10,2,0,110.00,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
FJ Klaassen,5,5,0,1.0,0.0,7,0,0,71.42,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
PA van Meekeren,3*,3,0,1.0,1.0,7,0,0,42.85,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
PM Seelaar,2,2,0,1.0,0.0,5,0,0,40.00,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
RE van der Merwe,0,0,0,1.0,0.0,1,0,0,0.00,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
S Snater,0,0,0,1.0,0.0,1,0,0,0.00,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
BD Glover,0,0,0,1.0,0.0,6,0,0,0.00,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
MP O'Dowd,24,24,0,1.0,0.0,18,3,1,133.33,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
AJ Staal,19,19,0,1.0,0.0,18,1,1,105.55,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Won
CN Ackermann,15,15,0,1.0,0.0,10,2,0,150.00,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
SA Edwards,13,13,0,1.0,0.0,10,1,0,130.00,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
TP Visee,11,11,0,1.0,0.0,10,2,0,110.00,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
FJ Klaassen,5,5,0,1.0,0.0,7,0,0,71.42,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
PA van Meekeren,3*,3,0,1.0,1.0,7,0,0,42.85,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
PM Seelaar,2,2,0,1.0,0.0,5,0,0,40.00,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
RE van der Merwe,0,0,0,1.0,0.0,1,0,0,0.00,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
S Snater,0,0,0,1.0,0.0,1,0,0,0.00,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
BD Glover,0,0,0,1.0,0.0,6,0,0,0.00,1,v Oman,Al Amerat,2019/10/09,Netherlands,0.0,0.0,0-49,Lost,7 wickets,Oman v Netherlands,Away,Oct,2019,Oct 2019,1,Lost
Mohammad Naim,81,81,0,1.0,0.0,48,10,2,168.75,2,v India,Nagpur,2019/11/10,Bangladesh,1.0,0.0,50-99,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Mohammad Mithun,27,27,0,1.0,0.0,29,2,1,93.10,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Liton Das,9,9,0,1.0,0.0,8,2,0,112.50,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Aminul Islam,9,9,0,1.0,0.0,9,1,0,100.00,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Mahmudullah,8,8,0,1.0,0.0,10,0,0,80.00,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Shafiul Islam,4,4,0,1.0,0.0,6,0,0,66.66,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Mustafizur Rahman,1,1,0,1.0,0.0,3,0,0,33.33,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Al-Amin Hossain,0*,0,0,1.0,1.0,0,0,0,0,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Soumya Sarkar,0,0,0,1.0,0.0,1,0,0,0.00,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Mushfiqur Rahim,0,0,0,1.0,0.0,1,0,0,0.00,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Afif Hossain,0,0,0,1.0,0.0,1,0,0,0.00,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Mohammad Naim,81,81,0,1.0,0.0,48,10,2,168.75,2,v India,Nagpur,2019/11/10,Bangladesh,1.0,0.0,50-99,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Mohammad Mithun,27,27,0,1.0,0.0,29,2,1,93.10,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Liton Das,9,9,0,1.0,0.0,8,2,0,112.50,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Aminul Islam,9,9,0,1.0,0.0,9,1,0,100.00,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Mahmudullah,8,8,0,1.0,0.0,10,0,0,80.00,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Shafiul Islam,4,4,0,1.0,0.0,6,0,0,66.66,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Mustafizur Rahman,1,1,0,1.0,0.0,3,0,0,33.33,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Al-Amin Hossain,0*,0,0,1.0,1.0,0,0,0,0,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Soumya Sarkar,0,0,0,1.0,0.0,1,0,0,0.00,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Mushfiqur Rahim,0,0,0,1.0,0.0,1,0,0,0.00,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Afif Hossain,0,0,0,1.0,0.0,1,0,0,0.00,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Mohammad Naim,81,81,0,1.0,0.0,48,10,2,168.75,2,v India,Nagpur,2019/11/10,Bangladesh,1.0,0.0,50-99,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Mohammad Mithun,27,27,0,1.0,0.0,29,2,1,93.10,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Liton Das,9,9,0,1.0,0.0,8,2,0,112.50,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Aminul Islam,9,9,0,1.0,0.0,9,1,0,100.00,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Mahmudullah,8,8,0,1.0,0.0,10,0,0,80.00,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Shafiul Islam,4,4,0,1.0,0.0,6,0,0,66.66,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Mustafizur Rahman,1,1,0,1.0,0.0,3,0,0,33.33,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Al-Amin Hossain,0*,0,0,1.0,1.0,0,0,0,0,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Soumya Sarkar,0,0,0,1.0,0.0,1,0,0,0.00,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Mushfiqur Rahim,0,0,0,1.0,0.0,1,0,0,0.00,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Afif Hossain,0,0,0,1.0,0.0,1,0,0,0.00,2,v India,Nagpur,2019/11/10,Bangladesh,0.0,0.0,0-49,Lost,30 runs,India v Bangladesh,Away,Nov,2019,Nov 2019,1,Lost
Shakib Al Hasan,70*,70,0,1.0,1.0,45,8,1,155.55,2,v Afghanistan,Chattogram,2019/09/21,Bangladesh,1.0,0.0,50-99,Won,4 wickets,Bangladesh v Afghanistan,Home,Sep,2019,Sep 2019,1,Won
Mushfiqur Rahim,26,26,0,1.0,0.0,25,0,1,104.00,2,v Afghanistan,Chattogram,2019/09/21,Bangladesh,0.0,0.0,0-49,Won,4 wickets,Bangladesh v Afghanistan,Home,Sep,2019,Sep 2019,1,Lost
Mosaddek Hossain,19*,19,0,1.0,1.0,12,1,0,158.33,2,v Afghanistan,Chattogram,2019/09/21,Bangladesh,0.0,0.0,0-49,Won,4 wickets,Bangladesh v Afghanistan,Home,Sep,2019,Sep 2019,1,Won
Mahmudullah,6,6,0,1.0,0.0,8,0,0,75.00,2,v Afghanistan,Chattogram,2019/09/21,Bangladesh,0.0,0.0,0-49,Won,4 wickets,Bangladesh v Afghanistan,Home,Sep,2019,Sep 2019,1,Lost
Najmul Hossain Shanto,5,5,0,1.0,0.0,8,0,0,62.50,2,v Afghanistan,Chattogram,2019/09/21,Bangladesh,0.0,0.0,0-49,Won,4 wickets,Bangladesh v Afghanistan,Home,Sep,2019,Sep 2019,1,Lost
Liton Das,4,4,0,1.0,0.0,10,0,0,40.00,2,v Afghanistan,Chattogram,2019/09/21,Bangladesh,0.0,0.0,0-49,Won,4 wickets,Bangladesh v Afghanistan,Home,Sep,2019,Sep 2019,1,Lost
Afif Hossain,2,2,0,1.0,0.0,4,0,0,50.00,2,v Afghanistan,Chattogram,2019/09/21,Bangladesh,0.0,0.0,0-49,Won,4 wickets,Bangladesh v Afghanistan,Home,Sep,2019,Sep 2019,1,Lost
Sabbir Rahman,1,1,0,1.0,0.0,2,0,0,50.00,2,v Afghanistan,Chattogram,2019/09/21,Bangladesh,0.0,0.0,0-49,Won,4 wickets,Bangladesh v Afghanistan,Home,Sep,2019,Sep 2019,1,Lost
Shakib Al Hasan,70*,70,0,1.0,1.0,45,8,1,155.55,2,v Afghanistan,Chattogram,2019/09/21,Bangladesh,1.0,0.0,50-99,Won,4 wickets,Bangladesh v Afghanistan,Home,Sep,2019,Sep 2019,1,Won
Mushfiqur Rahim,26,26,0,1.0,0.0,25,0,1,104.00,2,v Afghanistan,Chattogram,2019/09/21,Bangladesh,0.0,0.0,0-49,Won,4 wickets,Bangladesh v Afghanistan,Home,Sep,2019,Sep 2019,1,Lost
Mosaddek Hossain,19*,19,0,1.0,1.0,12,1,0,158.33,2,v Afghanistan,Chattogram,2019/09/21,Bangladesh,0.0,0.0,0-49,Won,4 wickets,Bangladesh v Afghanistan,Home,Sep,2019,Sep 2019,1,Won
Mahmudullah,6,6,0,1.0,0.0,8,0,0,75.00,2,v Afghanistan,Chattogram,2019/09/21,Bangladesh,0.0,0.0,0-49,Won,4 wickets,Bangladesh v Afghanistan,Home,Sep,2019,Sep 2019,1,Lost
Najmul Hossain Shanto,5,5,0,1.0,0.0,8,0,0,62.50,2,v Afghanistan,Chattogram,2019/09/21,Bangladesh,0.0,0.0,0-49,Won,4 wickets,Bangladesh v Afghanistan,Home,Sep,2019,Sep 2019,1,Lost
Liton Das,4,4,0,1.0,0.0,10,0,0,40.00,2,v Afghanistan,Chattogram,2019/09/21,Bangladesh,0.0,0.0,0-49,Won,4 wickets,Bangladesh v Afghanistan,Home,Sep,2019,Sep 2019,1,Lost
Afif Hossain,2,2,0,1.0,0.0,4,0,0,50.00,2,v Afghanistan,Chattogram,2019/09/21,Bangladesh,0.0,0.0,0-49,Won,4 wickets,Bangladesh v Afghanistan,Home,Sep,2019,Sep 2019,1,Lost
Sabbir Rahman,1,1,0,1.0,0.0,2,0,0,50.00,2,v Afghanistan,Chattogram,2019/09/21,Bangladesh,0.0,0.0,0-49,Won,4 wickets,Bangladesh v Afghanistan,Home,Sep,2019,Sep 2019,1,Lost
Shakib Al Hasan,70*,70,0,1.0,1.0,45,8,1,155.55,2,v Afghanistan,Chattogram,2019/09/21,Bangladesh,1.0,0.0,50-99,Won,4 wickets,Bangladesh v Afghanistan,Home,Sep,2019,Sep 2019,1,Won
Mushfiqur Rahim,26,26,0,1.0,0.0,25,0,1,104.00,2,v Afghanistan,Chattogram,2019/09/21,Bangladesh,0.0,0.0,0-49,Won,4 wickets,Bangladesh v Afghanistan,Home,Sep,2019,Sep 2019,1,Lost
Mosaddek Hossain,19*,19,0,1.0,1.0,12,1,0,158.33,2,v Afghanistan,Chattogram,2019/09/21,Bangladesh,0.0,0.0,0-49,Won,4 wickets,Bangladesh v Afghanistan,Home,Sep,2019,Sep 2019,1,Won
Mahmudullah,6,6,0,1.0,0.0,8,0,0,75.00,2,v Afghanistan,Chattogram,2019/09/21,Bangladesh,0.0,0.0,0-49,Won,4 wickets,Bangladesh v Afghanistan,Home,Sep,2019,Sep 2019,1,Lost
Najmul Hossain Shanto,5,5,0,1.0,0.0,8,0,0,62.50,2,v Afghanistan,Chattogram,2019/09/21,Bangladesh,0.0,0.0,0-49,Won,4 wickets,Bangladesh v Afghanistan,Home,Sep,2019,Sep 2019,1,Lost
Liton Das,4,4,0,1.0,0.0,10,0,0,40.00,2,v Afghanistan,Chattogram,2019/09/21,Bangladesh,0.0,0.0,0-49,Won,4 wickets,Bangladesh v Afghanistan,Home,Sep,2019,Sep 2019,1,Lost
Afif Hossain,2,2,0,1.0,0.0,4,0,0,50.00,2,v Afghanistan,Chattogram,2019/09/21,Bangladesh,0.0,0.0,0-49,Won,4 wickets,Bangladesh v Afghanistan,Home,Sep,2019,Sep 2019,1,Lost
Sabbir Rahman,1,1,0,1.0,0.0,2,0,0,50.00,2,v Afghanistan,Chattogram,2019/09/21,Bangladesh,0.0,0.0,0-49,Won,4 wickets,Bangladesh v Afghanistan,Home,Sep,2019,Sep 2019,1,Lost
Mahmudullah,62,62,0,1.0,0.0,41,1,5,151.21,1,v Zimbabwe,Chattogram,2019/09/18,Bangladesh,1.0,0.0,50-99,Won,39 runs,Bangladesh v Zimbabwe,Home,Sep,2019,Sep 2019,1,Won
Liton Das,38,38,0,1.0,0.0,22,4,2,172.72,1,v Zimbabwe,Chattogram,2019/09/18,Bangladesh,0.0,0.0,0-49,Won,39 runs,Bangladesh v Zimbabwe,Home,Sep,2019,Sep 2019,1,Won
Mushfiqur Rahim,32,32,0,1.0,0.0,26,3,1,123.07,1,v Zimbabwe,Chattogram,2019/09/18,Bangladesh,0.0,0.0,0-49,Won,39 runs,Bangladesh v Zimbabwe,Home,Sep,2019,Sep 2019,1,Won
Najmul Hossain Shanto,11,11,0,1.0,0.0,9,1,0,122.22,1,v Zimbabwe,Chattogram,2019/09/18,Bangladesh,0.0,0.0,0-49,Won,39 runs,Bangladesh v Zimbabwe,Home,Sep,2019,Sep 2019,1,Won
Shakib Al Hasan,10,10,0,1.0,0.0,9,1,0,111.11,1,v Zimbabwe,Chattogram,2019/09/18,Bangladesh,0.0,0.0,0-49,Won,39 runs,Bangladesh v Zimbabwe,Home,Sep,2019,Sep 2019,1,Won
Afif Hossain,7,7,0,1.0,0.0,8,0,0,87.50,1,v Zimbabwe,Chattogram,2019/09/18,Bangladesh,0.0,0.0,0-49,Won,39 runs,Bangladesh v Zimbabwe,Home,Sep,2019,Sep 2019,1,Won
Mohammad Saifuddin,6*,6,0,1.0,1.0,2,1,0,300.00,1,v Zimbabwe,Chattogram,2019/09/18,Bangladesh,0.0,0.0,0-49,Won,39 runs,Bangladesh v Zimbabwe,Home,Sep,2019,Sep 2019,1,Won
Mosaddek Hossain,2,2,0,1.0,0.0,3,0,0,66.66,1,v Zimbabwe,Chattogram,2019/09/18,Bangladesh,0.0,0.0,0-49,Won,39 runs,Bangladesh v Zimbabwe,Home,Sep,2019,Sep 2019,1,Won
Aminul Islam,0*,0,0,1.0,1.0,0,0,0,0,1,v Zimbabwe,Chattogram,2019/09/18,Bangladesh,0.0,0.0,0-49,Won,39 runs,Bangladesh v Zimbabwe,Home,Sep,2019,Sep 2019,1,Won
Mahmudullah,62,62,0,1.0,0.0,41,1,5,151.21,1,v Zimbabwe,Chattogram,2019/09/18,Bangladesh,1.0,0.0,50-99,Won,39 runs,Bangladesh v Zimbabwe,Home,Sep,2019,Sep 2019,1,Won
Liton Das,38,38,0,1.0,0.0,22,4,2,172.72,1,v Zimbabwe,Chattogram,2019/09/18,Bangladesh,0.0,0.0,0-49,Won,39 runs,Bangladesh v Zimbabwe,Home,Sep,2019,Sep 2019,1,Won
Mushfiqur Rahim,32,32,0,1.0,0.0,26,3,1,123.07,1,v Zimbabwe,Chattogram,2019/09/18,Bangladesh,0.0,0.0,0-49,Won,39 runs,Bangladesh v Zimbabwe,Home,Sep,2019,Sep 2019,1,Won
Najmul Hossain Shanto,11,11,0,1.0,0.0,9,1,0,122.22,1,v Zimbabwe,Chattogram,2019/09/18,Bangladesh,0.0,0.0,0-49,Won,39 runs,Bangladesh v Zimbabwe,Home,Sep,2019,Sep 2019,1,Won
Shakib Al Hasan,10,10,0,1.0,0.0,9,1,0,111.11,1,v Zimbabwe,Chattogram,2019/09/18,Bangladesh,0.0,0.0,0-49,Won,39 runs,Bangladesh v Zimbabwe,Home,Sep,2019,Sep 2019,1,Won
Afif Hossain,7,7,0,1.0,0.0,8,0,0,87.50,1,v Zimbabwe,Chattogram,2019/09/18,Bangladesh,0.0,0.0,0-49,Won,39 runs,Bangladesh v Zimbabwe,Home,Sep,2019,Sep 2019,1,Won
Mohammad Saifuddin,6*,6,0,1.0,1.0,2,1,0,300.00,1,v Zimbabwe,Chattogram,2019/09/18,Bangladesh,0.0,0.0,0-49,Won,39 runs,Bangladesh v Zimbabwe,Home,Sep,2019,Sep 2019,1,Won
Mosaddek Hossain,2,2,0,1.0,0.0,3,0,0,66.66,1,v Zimbabwe,Chattogram,2019/09/18,Bangladesh,0.0,0.0,0-49,Won,39 runs,Bangladesh v Zimbabwe,Home,Sep,2019,Sep 2019,1,Won
Aminul Islam,0*,0,0,1.0,1.0,0,0,0,0,1,v Zimbabwe,Chattogram,2019/09/18,Bangladesh,0.0,0.0,0-49,Won,39 runs,Bangladesh v Zimbabwe,Home,Sep,2019,Sep 2019,1,Won
Mahmudullah,62,62,0,1.0,0.0,41,1,5,151.21,1,v Zimbabwe,Chattogram,2019/09/18,Bangladesh,1.0,0.0,50-99,Won,39 runs,Bangladesh v Zimbabwe,Home,Sep,2019,Sep 2019,1,Won
Liton Das,38,38,0,1.0,0.0,22,4,2,172.72,1,v Zimbabwe,Chattogram,2019/09/18,Bangladesh,0.0,0.0,0-49,Won,39 runs,Bangladesh v Zimbabwe,Home,Sep,2019,Sep 2019,1,Won
Mushfiqur Rahim,32,32,0,1.0,0.0,26,3,1,123.07,1,v Zimbabwe,Chattogram,2019/09/18,Bangladesh,0.0,0.0,0-49,Won,39 runs,Bangladesh v Zimbabwe,Home,Sep,2019,Sep 2019,1,Won
Najmul Hossain Shanto,11,11,0,1.0,0.0,9,1,0,122.22,1,v Zimbabwe,Chattogram,2019/09/18,Bangladesh,0.0,0.0,0-49,Won,39 runs,Bangladesh v Zimbabwe,Home,Sep,2019,Sep 2019,1,Won
Shakib Al Hasan,10,10,0,1.0,0.0,9,1,0,111.11,1,v Zimbabwe,Chattogram,2019/09/18,Bangladesh,0.0,0.0,0-49,Won,39 runs,Bangladesh v Zimbabwe,Home,Sep,2019,Sep 2019,1,Won
Afif Hossain,7,7,0,1.0,0.0,8,0,0,87.50,1,v Zimbabwe,Chattogram,2019/09/18,Bangladesh,0.0,0.0,0-49,Won,39 runs,Bangladesh v Zimbabwe,Home,Sep,2019,Sep 2019,1,Won
Mohammad Saifuddin,6*,6,0,1.0,1.0,2,1,0,300.00,1,v Zimbabwe,Chattogram,2019/09/18,Bangladesh,0.0,0.0,0-49,Won,39 runs,Bangladesh v Zimbabwe,Home,Sep,2019,Sep 2019,1,Won
